2026-02-06 11:40:36,1,2
2026-02-06 11:40:37,2,3
2026-02-06 11:40:37,3,1
2026-02-06 11:40:38,4,2
2026-02-06 11:40:38,5,3
2026-02-06 11:41:26,6,1
2026-02-06 11:41:26,7,2
2026-02-06 11:41:26,8,3
2026-02-06 11:41:26,9,1
2026-02-06 11:41:26,10,2
2026-02-06 11:43:58,11,3
2026-02-06 11:43:59,12,1
2026-02-06 11:43:59,13,2
2026-02-06 11:43:59,14,3
2026-02-06 11:43:59,15,1
